0.0,1.0,1024
256.0,0.996177122845,1020
512.0,0.992388173018,1016
768.0,0.988632679751,1012
1024.0,0.984910181138,1008
1280.0,0.981220223927,1004
1536.0,0.977562363314,1001
1792.0,0.973936162745,997
2048.0,0.970341193723,993
2304.0,0.966777035619,989
2560.0,0.963243275493,986
2816.0,0.959739507916,982
3072.0,0.956265334796,979
3328.0,0.952820365211,975
3584.0,0.949404215248,972
3840.0,0.946016507843,968
4096.0,0.942656872628,965
4352.0,0.939324945781,961
4608.0,0.936020369877,958
4864.0,0.932742793752,955
5120.0,0.92949187236,951
5376.0,0.92626726664,948
5632.0,0.923068643387,945
5888.0,0.91989567512,941
6144.0,0.916748039964,938
6400.0,0.913625421524,935
6656.0,0.910527508768,932
6912.0,0.907453995916,929
7168.0,0.904404582325,926
7424.0,0.90137897238,923
7680.0,0.898376875389,919
7936.0,0.89539800548,916
8192.0,0.8924420815,913
8448.0,0.889508826915,910
8704.0,0.886597969717,907
8960.0,0.883709242329,904
9216.0,0.880842381515,901
9472.0,0.877997128288,899
9728.0,0.875173227828,896
9984.0,0.872370429396,893
10240.0,0.869588486248,890
10496.0,0.866827155561,887
10752.0,0.86408619835,884
11008.0,0.86136537939,882
11264.0,0.858664467148,879
11520.0,0.855983233704,876
11776.0,0.85332145468,873
12032.0,0.850678909175,871
12288.0,0.848055379694,868
12544.0,0.84545065208,865
12800.0,0.842864515453,863
13056.0,0.840296762145,860
13312.0,0.837747187639,857
13568.0,0.835215590507,855
13824.0,0.832701772353,852
14080.0,0.830205537755,850
14336.0,0.827726694207,847
14592.0,0.825265052068,845
14848.0,0.822820424503,842
15104.0,0.820392627435,840
15360.0,0.817981479493,837
15616.0,0.815586801958,835
15872.0,0.81320841872,832
16128.0,0.810846156224,830
16384.0,0.808499843428,827
16640.0,0.806169311756,825
16896.0,0.803854395049,823
17152.0,0.801554929527,820
17408.0,0.799270753743,818
17664.0,0.797001708543,816
17920.0,0.794747637021,813
18176.0,0.792508384483,811
18432.0,0.790283798407,809
18688.0,0.788073728401,806
18944.0,0.785878026171,804
19200.0,0.783696545479,802
19456.0,0.781529142111,800
19712.0,0.779375673838,798
19968.0,0.777236000386,795
20224.0,0.775109983396,793
20480.0,0.772997486397,791
20736.0,0.770898374771,789
20992.0,0.76881251572,787
21248.0,0.766739778236,785
21504.0,0.764680033072,783
